symbol,date,close,K,D,DIF,MACD,OSC,RSI,OBV,MA3,MA6,MA12
2617,2026-09-01,33.05,55.8,47.6,0.927,0.555,0.371,65.2,66500148338.0,30.82,29.34,29.12
2618,2026-09-01,42.05,76.0,64.9,2.456,1.954,0.502,62.8,-110973335531.0,42.45,39.4,36.87
2630,2026-09-01,48.15,41.5,38.4,3.763,4.294,-0.531,54.9,141104414.0,49.25,47.72,48.87
2633,2026-09-01,26.0,56.3,46.3,-0.138,-0.148,0.01,50.8,3077753750.0,26.02,25.42,25.79
2634,2026-09-01,63.8,57.8,48.6,4.145,2.7,1.445,63.0,5153770425.0,64.2,56.86,53.93
2636,2026-09-01,69.7,60.3,56.8,-0.428,-1.069,0.641,55.6,-218859320.0,68.27,65.79,63.87
2637,2026-09-01,101.0,75.3,71.7,8.53,5.207,3.322,74.7,2716520430.0,91.13,81.11,73.02
2640,2026-09-01,156.0,53.5,55.0,13.929,12.842,1.087,61.9,88923158.0,153.67,155.79,144.77
2641,2026-09-01,17.25,19.8,22.6,-0.257,0.049,-0.306,46.2,2141326338.0,17.3,17.29,18.42
2642,2026-09-01,20.2,8.7,9.3,-3.965,-3.901,-0.064,30.4,41252036689.0,20.27,20.55,23.1
2643,2026-09-01,62.8,32.3,30.4,-0.059,0.898,-0.957,48.3,118723458.0,61.27,61.76,64.54
2645,2026-09-01,173.0,40.4,47.0,20.027,18.184,1.843,61.7,525769668.0,176.33,170.58,160.52
2701,2026-09-01,10.3,35.9,31.0,-0.327,-0.298,-0.029,39.8,-1891437677.0,10.38,10.29,10.51
2702,2026-09-01,12.75,26.7,28.6,-1.169,-1.418,0.249,42.0,2640355047.0,12.7,13.13,12.56
2704,2026-09-01,45.6,49.3,43.5,-1.029,-1.245,0.216,50.0,19021792491.0,45.98,44.16,43.43
2705,2026-09-01,15.35,24.8,28.4,-0.604,-0.495,-0.108,40.2,10016716054.0,15.77,15.88,16.2
2706,2026-09-01,12.15,41.0,33.7,-0.4,-0.385,-0.015,42.0,-7742075274.0,12.22,12.08,12.27
2707,2026-09-01,177.5,39.4,34.2,-0.521,-0.157,-0.364,50.0,29893854995.0,177.5,175.42,176.59
2712,2026-09-01,14.05,10.9,14.0,-3.581,-3.629,0.049,29.8,198889245.0,14.38,15.14,16.33
2718,2026-09-01,39.65,25.5,27.1,-3.984,-2.935,-1.049,42.7,2396567.0,40.19,41.74,44.56
2719,2026-09-01,19.45,3.2,5.6,-6.673,-5.607,-1.066,32.3,21265420.0,20.52,23.03,26.49
2722,2026-09-01,21.25,9.3,11.8,-4.733,-4.691,-0.042,34.7,195884483.0,21.53,22.24,24.1
2723,2026-09-01,78.0,58.8,43.1,-5.596,-6.982,1.386,49.4,-45949434.0,74.4,69.12,69.86
2724,2026-09-01,10.3,7.1,10.5,-3.503,-2.101,-1.402,30.0,21771173.0,10.58,12.12,15.73
2726,2026-09-01,8.04,3.8,5.4,-5.451,-5.594,0.143,23.4,29845356.0,8.31,9.27,11.12
2727,2026-09-01,228.0,72.6,67.3,10.144,8.632,1.512,60.6,451201603.0,232.67,225.96,214.45
2729,2026-09-01,149.5,17.1,21.2,-3.123,-0.248,-2.875,37.7,22563891.0,153.04,153.91,160.88
2731,2026-09-01,140.0,18.7,33.6,7.114,9.269,-2.155,51.0,685698349.0,143.67,147.12,150.23
2732,2026-09-01,62.4,34.0,27.3,-8.026,-8.475,0.449,34.0,278864912.0,62.32,62.6,64.22
2734,2026-09-01,14.6,10.3,10.1,-4.006,-4.051,0.045,34.4,100177300.0,14.67,15.12,16.58
2736,2026-09-01,11.4,7.3,8.0,-2.663,-2.595,-0.067,34.1,319970994.0,11.68,11.96,13.12
2739,2026-09-01,36.9,72.1,56.7,-2.109,-2.649,0.54,48.6,-71509543.0,36.67,35.0,33.8
2740,2026-09-01,32.1,42.5,48.6,-4.469,-5.65,1.181,43.3,1793945.0,32.23,34.12,33.17
2743,2026-09-01,51.0,6.9,12.3,-4.788,-1.526,-3.262,35.7,1001828080.0,53.93,59.34,67.36
2745,2026-09-01,83.7,14.1,20.2,2.244,5.607,-3.362,45.3,33558328.0,86.77,91.52,95.33
2748,2026-09-01,38.8,25.4,19.9,-4.506,-4.641,0.134,36.2,299497838.0,38.73,38.24,39.14
2751,2026-09-01,54.3,32.4,23.9,-7.618,-8.699,1.081,43.6,-1728616.0,51.95,51.73,54.71
2752,2026-09-01,176.5,16.2,17.1,-7.247,-4.755,-2.492,39.2,10033492.0,176.5,177.33,185.81
2753,2026-09-01,177.0,60.9,45.7,7.939,7.663,0.276,58.9,107016989.0,177.29,171.02,170.11
2754,2026-09-01,69.3,16.3,16.6,-8.032,-7.796,-0.236,38.0,98643381.0,68.42,67.92,73.6
2755,2026-09-01,98.1,48.9,55.8,9.43,10.344,-0.913,57.0,13299527.0,100.87,103.54,99.99
2756,2026-09-01,62.0,18.0,13.7,-5.506,-2.844,-2.662,40.8,-11050495.0,59.5,60.33,69.09
2762,2026-09-01,79.5,68.7,63.0,1.205,-0.437,1.643,53.6,16376272.0,82.46,79.19,74.59
2801,2026-09-01,28.55,91.5,84.7,2.491,1.67,0.821,87.1,25324613081.0,25.83,23.2,21.26
2812,2026-09-01,19.45,64.8,50.3,1.136,1.365,-0.229,62.6,609705989517.0,19.11,18.48,18.79
2816,2026-09-01,39.15,86.2,83.3,2.759,1.667,1.092,74.8,1269813876.0,37.32,34.33,31.2
2820,2026-09-01,17.4,77.2,72.8,0.887,0.79,0.097,74.3,2254031080.0,16.88,16.55,16.22
2832,2026-09-01,56.6,80.0,80.1,6.343,5.484,0.859,72.2,1947288667.0,58.1,54.67,50.75
2834,2026-09-01,18.35,91.2,84.3,1.315,1.04,0.275,75.0,-1875105441295.0,17.34,16.37,15.38
2836,2026-09-01,12.3,62.0,56.0,0.397,0.382,0.015,62.5,1586921383.0,12.08,11.79,11.8
2838,2026-09-01,21.6,72.4,75.6,2.096,1.827,0.269,78.5,15775215414.0,20.87,20.14,19.09
2845,2026-09-01,13.75,79.1,66.4,0.496,0.412,0.084,69.0,215716554652.0,13.14,12.45,12.24
2849,2026-09-01,16.0,81.1,74.1,0.437,0.143,0.294,65.6,692076224.0,15.2,14.38,13.67
2850,2026-09-01,156.0,85.5,86.7,20.199,16.308,3.891,80.1,340012566905.0,158.67,147.22,128.48
2851,2026-09-01,47.5,88.2,84.4,5.281,3.05,2.231,87.3,1964904089.0,42.73,37.62,31.52
2852,2026-09-01,27.95,70.1,69.3,2.071,2.147,-0.076,68.8,-56528916215.0,27.7,26.6,26.01
2855,2026-09-01,52.9,81.0,81.4,7.896,5.212,2.684,78.8,50612209929.0,48.58,45.91,36.2
2880,2026-09-01,46.3,85.6,77.6,4.91,3.512,1.398,78.5,33213525763.0,43.18,37.66,34.34
2881,2026-09-01,154.0,90.0,82.6,17.905,11.828,6.077,85.7,276897053816.0,142.67,124.45,106.63
2882,2026-09-01,112.5,86.2,82.7,13.672,9.33,4.342,82.2,281677484563.0,108.17,96.68,82.89
2883,2026-09-01,38.8,95.5,90.1,4.983,2.881,2.102,87.9,127903465115.0,34.5,29.12,23.27
2884,2026-09-01,46.35,86.1,74.6,3.819,2.648,1.171,80.2,39936492098.0,41.58,36.34,33.69
2885,2026-09-01,70.8,94.8,92.4,10.48,7.26,3.22,87.9,30428468525.0,67.23,61.24,49.84
2886,2026-09-01,52.5,81.6,68.4,3.57,2.338,1.232,73.4,-1418109594383.0,50.75,45.49,41.89
2887,2026-09-01,43.55,94.9,89.4,5.668,3.249,2.42,88.4,727564821342.0,39.35,32.56,26.59
2889,2026-09-01,17.05,57.1,45.6,0.833,0.784,0.049,68.1,1155742247644.0,15.78,14.94,15.23
2890,2026-09-01,44.8,93.8,88.9,5.691,3.995,1.696,86.9,61733309698.0,42.17,37.1,32.35
2891,2026-09-01,68.1,84.5,84.6,9.137,7.31,1.827,79.6,995975471.0,65.9,62.49,54.84
2892,2026-09-01,39.85,86.5,75.0,2.915,1.862,1.054,78.9,785939834850.0,36.84,32.71,30.19
2897,2026-09-01,11.25,90.3,84.7,0.535,0.34,0.195,82.4,2220302991.0,10.62,10.13,9.52
2901,2026-09-01,23.5,35.7,33.2,-0.549,-0.429,-0.119,42.1,490686409.0,23.57,23.47,23.77
2903,2026-09-01,22.05,59.0,54.5,0.185,0.102,0.083,53.3,178952822461.0,22.18,21.65,21.49
2904,2026-09-01,12.65,10.8,17.6,-0.917,-0.548,-0.368,20.1,301463637.0,13.0,13.57,14.9
2905,2026-09-01,18.5,80.1,67.6,0.58,0.077,0.504,63.4,6595500740.0,17.6,15.71,15.38
2906,2026-09-01,13.8,46.3,35.6,-0.672,-0.827,0.156,48.7,72538613719.0,13.53,13.04,12.76
2908,2026-09-01,22.0,83.7,82.7,0.763,0.539,0.224,72.7,66139374541.0,22.0,21.4,20.61
2910,2026-09-01,23.45,45.3,48.4,-0.092,-0.722,0.63,53.0,137451356.0,24.43,23.2,21.84
2911,2026-09-01,6.28,37.5,41.0,-0.666,-1.069,0.403,45.7,10155960620.0,6.49,6.68,5.84
2912,2026-09-01,216.5,44.3,40.0,-7.207,-6.567,-0.64,43.2,480322468059.0,219.0,215.55,216.92
2913,2026-09-01,10.95,10.8,8.9,-2.26,-2.166,-0.094,24.8,-8046582898.0,11.02,10.99,12.1
2915,2026-09-01,56.7,62.1,49.9,-1.495,-2.346,0.851,54.5,42795608593.0,54.97,50.02,50.25
2916,2026-09-01,40.4,19.9,25.5,0.438,1.401,-0.963,47.2,133002044.0,40.1,41.15,42.75
2923,2026-09-01,24.35,41.7,46.9,0.355,-0.21,0.565,49.9,53545570.0,27.79,26.24,23.59
2924,2026-09-01,18.2,29.7,22.7,-3.077,-2.519,-0.558,41.8,71354751.0,17.97,18.18,19.94
2926,2026-09-01,30.0,6.1,7.8,-5.995,-5.425,-0.57,18.8,8998038.0,30.28,32.71,35.75
2929,2026-09-01,5.75,13.7,11.2,-1.711,-1.599,-0.112,33.0,80885614.0,5.66,5.69,6.66
2937,2026-09-01,44.45,83.4,80.2,4.158,3.863,0.295,73.3,8725547.0,43.54,43.18,40.87
2939,2026-09-01,19.55,18.2,22.7,-2.92,-2.505,-0.415,36.3,-39020560.0,19.6,20.74,22.49
2941,2026-09-01,30.7,10.9,10.7,-8.393,-7.471,-0.922,36.3,5870148.0,30.8,31.83,36.21
2945,2026-09-01,39.8,52.9,54.3,0.131,-0.428,0.559,51.8,-2687735.0,40.4,40.12,39.21
2947,2026-09-01,60.2,7.6,15.9,-3.188,-0.676,-2.512,30.7,-1031124.0,61.13,69.72,75.22
2948,2026-09-01,37.65,70.5,56.4,-2.387,-3.323,0.936,49.2,-1239663.0,37.11,35.93,35.72
2949,2026-09-01,61.2,36.9,35.7,-3.756,-4.096,0.34,40.4,-6774395.0,60.1,60.26,62.23
3002,2026-09-01,16.8,20.9,27.2,1.029,1.504,-0.476,49.6,8456047782.0,16.75,17.72,19.96
3003,2026-09-01,57.1,57.9,57.1,-1.129,-2.845,1.716,49.0,21557763229.0,60.12,60.18,54.16
3004,2026-09-01,115.5,41.9,44.7,7.274,7.393,-0.119,52.8,2494724687.0,123.0,123.83,113.27
3005,2026-09-01,116.5,43.9,33.5,5.071,6.685,-1.614,56.6,360237256.0,115.83,108.35,110.1
3006,2026-09-01,270.5,78.4,76.3,46.535,29.072,17.463,67.6,35621726834.0,247.67,230.33,180.55
3008,2026-09-01,5995.0,72.2,68.5,815.037,360.028,455.009,68.4,810245531.0,5881.16,4645.01,3457.77
3010,2026-09-01,125.5,61.0,64.7,8.407,6.987,1.42,58.1,51785016694.0,122.0,126.01,116.9
3011,2026-09-01,9.38,15.5,25.3,-3.008,-2.935,-0.073,34.8,6409675915.0,10.49,12.26,12.76
3013,2026-09-01,82.8,25.9,31.1,0.618,7.129,-6.512,45.1,5529734260.0,80.32,93.55,103.34
3014,2026-09-01,130.5,49.3,51.7,3.827,3.31,0.516,53.7,-5153312290.0,128.0,132.8,123.35
3015,2026-09-01,52.0,26.4,30.1,0.924,1.351,-0.427,50.2,23770211892.0,52.77,52.9,52.54
3016,2026-09-01,112.5,60.2,64.2,14.521,7.854,6.667,61.4,34767217988.0,98.47,109.28,82.5
3017,2026-09-01,3310.0,85.1,83.7,650.574,475.718,174.856,78.7,11388338521.0,3013.77,2836.5,2207.32
3018,2026-09-01,11.35,29.9,26.7,-2.506,-2.546,0.04,40.9,6258791221.0,12.93,11.82,11.96
3019,2026-09-01,134.0,40.0,41.1,9.242,12.819,-3.577,51.7,12241066454.0,135.0,138.57,139.78
3021,2026-09-01,22.45,34.8,40.0,0.408,-0.134,0.542,52.8,114916771.0,20.95,23.37,20.04
3022,2026-09-01,86.2,61.5,56.3,3.467,1.191,2.277,61.6,532294462875.0,86.14,79.63,70.65
3023,2026-09-01,320.5,79.7,75.8,17.237,6.0,11.237,62.8,706703609776.0,306.56,303.0,260.55
3024,2026-09-01,14.7,47.9,37.9,-0.548,-0.93,0.382,53.4,6897557814.0,13.92,13.47,11.99
3025,2026-09-01,50.5,28.9,40.8,1.937,2.612,-0.675,48.3,2086536419.0,51.33,57.62,55.91
3026,2026-09-01,731.0,67.9,70.9,151.609,83.387,68.222,70.1,21868428451.0,641.0,602.17,357.55
3027,2026-09-01,17.7,10.7,12.5,-4.098,-3.607,-0.491,34.3,4846197023.0,18.08,18.78,20.78
3028,2026-09-01,61.2,64.3,72.8,10.449,8.191,2.257,61.1,25451449201.0,62.47,69.06,55.18
3029,2026-09-01,116.5,60.0,46.5,6.324,7.952,-1.628,58.7,5251784843.0,113.0,106.2,106.81
3030,2026-09-01,259.0,50.1,62.1,50.654,45.24,5.414,57.0,5369658795.0,272.67,312.8,251.09
3031,2026-09-01,23.35,45.3,56.7,2.1,1.821,0.279,53.3,20763862870.0,23.0,27.12,23.34
3032,2026-09-01,70.8,39.3,38.0,1.836,3.943,-2.107,47.8,11321768712.0,76.73,77.18,77.51
3033,2026-09-01,41.4,56.8,59.4,4.127,2.876,1.251,62.9,16282476549.0,42.82,43.08,36.33
3034,2026-09-01,556.0,75.6,60.4,24.338,9.077,15.262,69.1,647187942571.0,538.33,495.95,431.83
3035,2026-09-01,172.5,35.8,37.6,-14.023,-16.333,2.31,46.6,114402688332.0,165.67,179.94,172.81
3036,2026-09-01,192.0,46.9,58.4,28.484,25.841,2.643,57.7,56705273703.0,194.83,212.89,185.85
3037,2026-09-01,970.0,78.9,83.0,218.814,145.418,73.396,72.4,-11916991300.0,918.67,959.64,635.71
3038,2026-09-01,20.05,28.8,42.4,-0.651,-0.526,-0.125,43.1,90345313005.0,20.35,21.54,21.26
3040,2026-09-01,33.8,9.5,16.7,-1.528,1.631,-3.159,41.7,469781532.0,35.38,37.78,45.51
3041,2026-09-01,22.35,24.6,27.2,-3.018,-3.107,0.089,42.0,280427493671.0,22.17,24.04,24.54
3042,2026-09-01,178.0,60.1,61.0,23.553,14.054,9.499,64.4,853040809066.0,171.0,176.96,131.29
3043,2026-09-01,20.0,22.7,21.2,-2.903,-2.916,0.013,41.6,9636745667.0,20.17,20.7,21.11
3044,2026-09-01,510.0,68.0,69.6,78.415,64.403,14.012,67.0,2013334650206.0,458.5,470.5,402.9
3045,2026-09-01,121.5,83.5,68.4,4.96,3.884,1.076,79.0,6246074343.0,116.67,112.54,108.0
3046,2026-09-01,51.9,57.3,58.4,1.374,0.399,0.975,53.6,5288421589.0,53.4,52.01,49.25
3047,2026-09-01,13.5,8.8,11.3,-2.112,-1.396,-0.716,37.8,-26507943217.0,13.68,14.41,16.12
3048,2026-09-01,50.2,44.7,51.6,6.413,5.027,1.386,56.5,-3544652061.0,50.45,53.62,45.93
3049,2026-09-01,12.0,53.6,51.9,0.977,0.43,0.547,57.0,-72532347948.0,11.85,12.3,10.37
3050,2026-09-01,11.2,28.5,33.7,-1.072,-0.995,-0.076,38.6,15967688618.0,11.29,11.76,12.22
3051,2026-09-01,21.3,41.3,46.3,-0.546,-0.409,-0.137,45.5,2425751622.0,21.9,24.54,22.49
3052,2026-09-01,10.25,25.6,22.9,-0.078,0.027,-0.104,47.6,7075009443.0,10.26,10.15,10.47
3054,2026-09-01,55.8,48.9,56.4,9.796,7.641,2.154,64.7,183665179.0,54.05,59.36,47.51
3055,2026-09-01,159.5,57.6,55.6,17.369,9.532,7.837,71.4,1589143509.0,123.47,111.96,88.53
3056,2026-09-01,13.65,18.6,13.9,-1.777,-1.159,-0.618,35.0,-7297086806.0,13.9,13.6,15.24
3057,2026-09-01,16.2,35.0,41.2,-0.242,-0.314,0.072,47.8,2347296238.0,16.0,17.98,17.26
3058,2026-09-01,8.02,8.1,12.3,-1.921,-1.858,-0.064,35.0,-2072182360.0,8.18,8.48,9.38
3059,2026-09-01,37.25,24.9,28.6,0.779,1.394,-0.614,48.3,36217983907.0,37.69,40.37,40.26
3060,2026-09-01,26.15,26.5,40.7,1.512,1.844,-0.331,49.4,24328996498.0,26.6,28.91,29.33
3062,2026-09-01,20.4,22.0,32.1,-1.036,-0.299,-0.737,43.4,80127727648.0,20.13,23.5,24.74
3064,2026-09-01,16.9,5.1,9.0,-11.325,-8.11,-3.215,29.2,13694461.0,17.95,18.97,32.25
3066,2026-09-01,24.15,59.5,53.7,0.518,-0.652,1.171,56.8,112211329.0,23.22,22.37,18.59
3067,2026-09-01,16.9,25.7,25.6,-3.493,-3.928,0.436,33.6,6540233.0,17.72,18.19,18.13
3071,2026-09-01,22.8,35.4,50.4,0.092,-0.134,0.226,45.3,1122748795.0,24.28,27.55,25.56
3073,2026-09-01,21.0,8.1,9.0,-5.427,-3.663,-1.764,36.8,43509130.0,21.5,21.62,26.45
3078,2026-09-01,43.5,7.3,11.2,-3.626,-0.599,-3.027,35.4,4083133554.0,46.65,48.87,54.99
3081,2026-09-01,2675.0,74.0,74.5,619.5,406.189,213.311,66.9,1370277033.0,2611.67,2406.22,1610.85
3083,2026-09-01,21.75,5.7,9.8,-5.082,-4.463,-0.62,26.8,493287103.0,23.38,25.34,28.36
3085,2026-09-01,11.4,15.4,16.4,-1.731,-1.495,-0.235,38.0,7062406.0,11.77,11.92,12.8
3086,2026-09-01,28.7,41.2,50.8,4.706,4.283,0.423,59.1,2504404570.0,28.72,31.32,27.42
3088,2026-09-01,122.5,61.9,61.5,11.078,7.526,3.552,61.7,948086454.0,121.17,124.7,101.6
3090,2026-09-01,163.5,42.4,54.7,32.389,24.377,8.012,56.2,2874877418.0,154.5,183.58,137.76
3092,2026-09-01,22.5,33.7,47.1,-1.171,-1.797,0.626,44.8,1149853538.0,23.18,26.88,25.13
3093,2026-09-01,43.15,47.3,52.5,6.479,4.876,1.603,54.6,654074488.0,44.6,52.32,40.55
3094,2026-09-01,44.0,68.2,59.9,2.567,0.387,2.18,67.6,3706887467.0,39.78,36.43,30.3
3095,2026-09-01,35.15,45.4,51.9,0.075,-0.447,0.521,49.6,17097276.0,36.18,38.46,34.05
3105,2026-09-01,454.0,61.5,66.0,81.644,55.72,25.924,65.2,3951875478.0,398.67,446.76,336.03
3114,2026-09-01,29.35,36.4,49.8,2.402,1.63,0.772,54.3,596032099.0,29.58,31.24,27.56
3115,2026-09-01,8.36,25.9,22.5,-1.332,-1.189,-0.144,35.0,31550468.0,8.92,8.92,9.74
3118,2026-09-01,31.65,59.1,61.7,1.06,1.187,-0.127,64.0,159790588.0,31.6,31.58,31.31
3122,2026-09-01,23.5,27.2,36.4,-1.784,-1.994,0.21,44.1,1150087537.0,24.45,28.25,26.06
3128,2026-09-01,20.8,20.8,19.4,-1.276,-0.5,-0.776,43.9,960140887.0,20.4,21.17,23.14
3130,2026-09-01,208.5,38.2,35.2,5.747,7.307,-1.56,61.4,3420527871.0,207.0,206.8,207.6
3131,2026-09-01,2320.0,50.9,63.8,435.319,399.413,35.906,57.0,723692306.0,2366.67,2824.79,2287.13
3138,2026-09-01,87.6,19.2,34.1,-1.036,2.446,-3.482,43.0,28040297.0,89.87,117.48,127.55
3141,2026-09-01,91.6,73.4,63.5,-0.246,-6.021,5.775,60.4,2382669614.0,79.71,74.16,60.27
3147,2026-09-01,227.0,39.8,39.4,25.898,23.333,2.564,61.7,569628629.0,220.19,208.24,186.94
3149,2026-09-01,60.9,49.5,58.2,9.884,7.542,2.341,56.1,2858713697.0,63.63,68.48,55.5
3150,2026-09-01,15.2,19.0,24.0,-3.806,-3.746,-0.06,36.6,18832006.0,16.12,17.47,17.81
3152,2026-09-01,217.0,31.3,44.6,-10.228,-14.496,4.268,44.5,165122800.0,224.24,268.36,249.67
3162,2026-09-01,68.0,44.0,50.8,7.342,6.306,1.036,56.2,1408185189.0,66.57,72.61,64.52
3163,2026-09-01,635.0,53.5,63.5,159.281,137.168,22.114,60.0,5055884913.0,640.0,739.69,580.43
3164,2026-09-01,15.75,16.4,18.2,-1.093,-0.952,-0.141,31.8,293760418.0,16.07,16.4,16.95
3167,2026-09-01,810.0,72.0,74.7,177.144,124.914,52.23,68.3,5129066036.0,696.67,762.65,505.35
3168,2026-09-01,42.05,43.6,42.2,-0.97,-1.146,0.176,48.4,31567693.0,41.68,42.21,40.71
3169,2026-09-01,100.0,45.3,52.0,0.239,-1.369,1.608,50.7,1063564275.0,99.67,103.63,98.0
3171,2026-09-01,59.2,65.5,71.1,7.654,6.543,1.111,63.6,113705514.0,62.6,63.77,56.08
3176,2026-09-01,38.05,49.0,44.6,-0.517,-1.622,1.104,57.5,611277542.0,35.57,34.33,32.72
3178,2026-09-01,59.5,42.2,49.5,-3.077,-4.047,0.97,46.7,501890696.0,58.13,64.2,60.25
3188,2026-09-01,23.45,19.8,28.2,0.535,1.263,-0.728,48.5,289452567.0,23.73,23.89,25.52
3189,2026-09-01,798.0,82.0,84.2,176.784,110.793,65.991,73.7,280035255047.0,750.67,732.72,475.96
3191,2026-09-01,16.5,33.6,38.8,-0.244,-0.655,0.411,48.0,132731092.0,17.27,18.57,17.23
3205,2026-09-01,46.35,21.3,38.2,2.149,2.809,-0.66,49.1,253460252.0,46.98,50.54,51.35
3206,2026-09-01,34.7,45.4,48.4,-0.107,-0.071,-0.036,49.7,476861392.0,33.92,35.15,34.13
3207,2026-09-01,36.65,10.2,18.3,-11.287,-7.13,-4.157,34.5,1065581830.0,38.38,51.34,61.24
3209,2026-09-01,44.7,46.9,57.2,5.553,4.28,1.274,56.2,1697180205.0,47.18,52.15,41.93
3211,2026-09-01,361.0,48.7,55.0,60.909,61.083,-0.174,59.3,3290975763.0,346.5,369.17,338.63
3213,2026-09-01,121.0,54.9,49.3,10.947,9.604,1.343,62.9,569481388.0,123.5,117.41,106.78
3217,2026-09-01,127.0,17.1,29.5,3.855,8.015,-4.16,43.5,1715006134.0,135.0,151.68,152.29
3218,2026-09-01,133.0,46.5,37.2,-21.388,-23.036,1.648,37.8,1313564377.0,136.33,136.67,136.1
3219,2026-09-01,83.5,57.7,48.8,6.756,4.811,1.945,55.9,2649765.0,77.7,75.32,69.41
3221,2026-09-01,46.3,61.6,68.3,6.907,4.478,2.43,62.5,1290897707.0,46.12,49.84,38.49
3224,2026-09-01,32.75,17.3,31.6,-2.396,-1.201,-1.195,39.2,292333723.0,34.15,38.34,41.45
3226,2026-09-01,55.5,64.7,53.1,-0.145,-1.259,1.114,57.7,31347556.0,52.6,48.38,48.21
3227,2026-09-01,180.0,32.7,38.3,6.498,11.25,-4.752,47.7,3106295541.0,188.0,201.1,198.1
3228,2026-09-01,160.5,33.6,34.6,-17.541,-22.964,5.423,46.6,202712684.0,157.5,175.17,154.75
3229,2026-09-01,66.9,80.0,73.5,9.248,4.657,4.592,77.6,207664088.0,54.48,49.17,34.67
3230,2026-09-01,41.3,44.6,38.5,2.187,3.071,-0.884,52.0,406632560.0,40.88,39.13,39.15
3231,2026-09-01,181.0,68.2,66.0,20.666,16.75,3.916,71.2,93701563426.0,178.33,162.16,148.16
3232,2026-09-01,21.55,31.2,25.4,-1.195,-0.838,-0.357,46.0,73402538.0,20.02,20.99,22.0
3234,2026-09-01,163.5,76.2,75.7,28.849,17.538,11.311,69.5,1731911249.0,148.07,132.2,96.86
3236,2026-09-01,42.45,48.0,58.8,7.008,4.964,2.044,57.6,2437709662.0,41.89,46.26,37.33
3252,2026-09-01,15.3,14.4,24.8,-0.994,-0.543,-0.45,30.4,137649376.0,15.73,17.01,18.2
3257,2026-09-01,46.5,18.6,30.2,-0.747,0.643,-1.39,43.8,576792957.0,48.85,55.62,58.21
3259,2026-09-01,10.9,14.4,15.7,-3.575,-3.056,-0.52,27.6,90304940.0,13.28,15.02,17.42
3260,2026-09-01,388.5,65.2,70.7,86.538,70.55,15.988,69.8,5537884823.0,400.17,410.08,338.11
3264,2026-09-01,221.0,72.5,77.2,41.406,31.467,9.939,70.4,7344662038.0,208.67,212.99,170.38
3265,2026-09-01,160.5,67.2,73.4,21.615,17.922,3.694,60.3,2752699834.0,160.83,168.13,145.49
3266,2026-09-01,13.85,76.2,59.0,-0.449,-0.477,0.028,48.6,218299461.0,13.87,13.36,13.32
3268,2026-09-01,17.0,43.9,44.0,-1.268,-1.518,0.25,43.5,184928262.0,18.92,18.8,17.75
3272,2026-09-01,14.05,15.0,17.0,-3.966,-3.546,-0.419,30.9,267262975.0,14.05,15.62,17.52
3276,2026-09-01,13.55,24.9,35.9,-0.312,-0.334,0.021,44.7,474754179.0,14.43,14.78,14.73
3284,2026-09-01,19.25,29.4,27.4,-0.683,-0.383,-0.3,47.1,505863612.0,20.02,19.89,20.14
3285,2026-09-01,38.3,55.7,58.8,3.996,2.672,1.323,58.6,180358940.0,39.35,37.62,32.64
3287,2026-09-01,34.4,53.2,40.4,0.88,0.701,0.179,53.5,615391272.0,33.25,32.37,30.58
3288,2026-09-01,20.65,40.5,35.1,-0.636,-1.39,0.754,51.0,40218957.0,22.42,19.96,18.02
3289,2026-09-01,129.5,37.8,49.8,10.221,10.431,-0.21,50.2,1002684421.0,135.61,157.31,137.91
3290,2026-09-01,46.6,38.8,50.4,4.103,3.765,0.338,53.1,1183773409.0,49.18,50.94,47.65
3293,2026-09-01,696.0,51.4,51.3,37.28,53.861,-16.581,51.5,5678779091.0,734.0,730.98,710.88
3294,2026-09-01,28.65,19.7,23.8,-0.149,1.508,-1.657,44.6,1174972488.0,29.32,32.6,35.35
3296,2026-09-01,25.5,42.7,40.6,0.343,0.232,0.111,53.6,86003171.0,23.73,23.24,23.05
3297,2026-09-01,30.85,18.1,14.7,0.15,2.557,-2.408,47.8,248561412.0,28.03,29.43,34.97
3303,2026-09-01,48.35,46.6,49.6,3.601,3.594,0.007,55.8,924635844.0,51.68,50.6,47.01
3305,2026-09-01,100.0,31.0,43.4,13.308,14.205,-0.897,51.8,2091108658.0,103.47,117.94,111.31
3306,2026-09-01,45.35,27.7,25.4,0.461,1.259,-0.798,50.4,873430644.0,43.9,44.71,46.74
3308,2026-09-01,21.75,45.4,47.5,-1.227,-1.901,0.673,49.5,128114083.0,20.92,20.84,20.2
3310,2026-09-01,68.9,33.5,36.6,-1.06,-0.598,-0.461,48.9,197129007.0,68.1,67.55,68.9
3311,2026-09-01,35.0,34.2,32.4,-0.367,-0.459,0.092,51.5,-184393363.0,33.35,33.79,33.05
3312,2026-09-01,47.4,44.3,42.9,1.473,1.113,0.36,52.8,1497717486.0,46.52,47.72,41.97
3313,2026-09-01,10.65,8.4,10.1,-1.14,-0.686,-0.455,41.1,320304267.0,10.58,11.03,12.55
3317,2026-09-01,53.8,39.0,52.9,6.378,5.317,1.062,50.9,3523927736.0,60.0,67.86,58.51
3321,2026-09-01,17.0,30.0,39.8,-2.398,-3.319,0.92,44.1,102425691.0,17.45,18.54,17.56
3322,2026-09-01,10.55,14.1,22.5,-1.689,-1.532,-0.157,39.1,694623164.0,10.98,12.31,13.22
